Node Count,Requested Duration,Actual Duration
64,7200,7200
64,7200,7217
50,7200,6623
50,7200,6622
50,7200,6625
50,7200,6624
50,7200,6626
50,7200,6651
50,7200,6720
50,7200,6622
57,7200,3748
57,7200,3736
57,7200,3853
57,7200,3817
57,7200,3799
57,7200,3839
57,7200,3771
57,7200,3862
57,7200,3848
57,7200,3824
57,7200,3856
57,7200,3754
57,7200,3765
57,7200,3759
57,7200,3756
57,7200,3759
57,7200,3786
57,7200,3772
57,7200,3785
57,7200,3775
57,7200,3823
57,7200,3745
57,7200,3843
57,7200,3829
57,7200,3801
57,7200,3791
57,7200,3832
57,7200,3762
57,7200,3853
57,7200,3826
57,7200,3798
57,7200,3827
57,7200,3736
57,7200,3741
57,7200,3743
57,7200,3740
57,7200,3801
57,7200,3900
200,43200,43202
96,21600,19007
96,21600,20267
16,7200,7207
16,7200,6628
16,7200,6626
16,7200,7215
16,7200,6629
16,7200,6504
16,7200,6626
16,7200,7213
16,7200,6629
16,7200,7229
330,28800,28829
100,21600,21614
216,43200,41392
2520,43200,95
64,7200,7171
64,7200,7167
64,7200,7162
64,7200,7173
64,7200,7180
64,7200,7163
64,7200,7151
64,7200,7139
64,7200,7161
64,7200,7150
64,7200,7158
64,7200,329
64,7200,7159
64,7200,7145
64,7200,7167
64,7200,7158
64,7200,7151
64,7200,7144
64,7200,7158
2048,7200,1727
216,43200,41296
128,21600,12194
128,21600,21274
128,21600,20985
330,6300,6326
600,7200,7209
2,7200,7207
2,7200,7206
2,7200,7228
50,7140,5960
24,7200,5267
4,7200,7206
4,7200,7213
4,7200,7209
4,7200,7220
4,7200,7211
4,7200,7207
4,7200,7207
4,7200,7207
4,7200,7227
4,7200,7216
4,7200,7206
4,7200,7211
4,7200,7227
4,7200,7227
4,7200,7227
4,7200,7206
4,7200,7206
4,7200,7201
4,7200,7202
4,7200,7213
4,7200,7214
4,7200,7217
4,7200,7217
4,7200,7217
4,7200,7217
4,7200,7223
4,7200,12
4,7200,7223
4,7200,7228
4,7200,7205
4,7200,7205
4,7200,7225
4,7200,7218
8,7200,6002
8,7200,6026
8,7200,6026
8,7200,6030
8,7200,5999
8,7200,6058
8,7200,6015
8,7200,6064
8,7200,6022
8,7200,6038
8,7200,6063
8,7200,6036
8,7200,6029
8,7200,6015
8,7200,6158
8,7200,6009
8,7200,6041
8,7200,6079
8,7200,4049
8,7200,6018
8,7200,6022
4,7200,7216
4,7200,7208
64,7200,2229
200,43200,27738
8,7200,7212
8,7200,7228
8,7200,7208
8,7200,7207
8,7200,7207
8,7200,7218
8,7200,7229
8,7200,7225
8,7200,7224
8,7200,7227
8,7200,7205
8,7200,7209
8,7200,7210
8,7200,7209
8,7200,7209
8,7200,7209
8,7200,7209
8,7200,7220
8,7200,7213
8,7200,7202
8,7200,7226
8,7200,7202
8,7200,7227
8,7200,7202
8,7200,7227
240,7200,6577
120,7200,6870
60,7200,7207
30,7200,5354
15,7200,3816
64,7200,4296
8,7200,9
15,3600,1804
200,21600,21236
200,21600,21619
27,3600,1514
1641,600,66
1641,600,81
1641,600,76
1641,600,81
1641,600,80
1641,600,65
1641,600,77
1641,600,83
1641,600,72
1641,600,71
1641,600,126
1641,600,120
1641,600,150
1641,600,143
1641,600,232
1641,600,224
1641,600,232
1641,600,230
1641,600,141
1641,600,144
32,7200,7215
1641,600,112
1641,600,126
1641,600,133
1641,600,89
1641,600,169
1641,600,143
1641,600,100
1641,600,97
1641,600,149
1641,600,67
1641,600,79
1641,600,74
1641,600,66
1641,600,73
1641,600,78
1641,600,120
1641,600,71
1641,600,65
1641,600,70
1641,600,173
1641,600,88
1641,600,115
1641,600,170
1641,600,170
1641,600,148
1641,600,109
1641,600,194
1641,600,198
1641,600,197
1641,600,161
1641,600,219
1641,600,235
1641,600,227
2,7200,7206
32,7200,38
4,7200,6261
4,7200,6259
4,7200,6261
4,7200,6227
4,7200,6277
4,7200,6253
24,7200,5190
8,3300,2665
64,7200,7201
200,43200,17810
64,7200,4310
200,43200,204
200,43200,194
200,43200,202
16,7200,6554
200,1800,951
4,7200,7206
4,7200,7223
4,7200,7223
4,7200,7223
4,7200,7223
4,7200,7223
4,7200,7223
4,7200,7223
4,7200,7223
4,7200,7223
4,7200,7223
4,7200,7223
4,7200,7223
4,7200,7223
4,7200,7223
4,7200,7223
4,7200,7223
4,7200,7223
4,7200,7223
4,7200,7223
4,7200,7223
4,7200,7223
4,7200,7223
4,7200,7223
4,7200,7223
4,7200,7223
4,7200,7223
4,7200,7223
4,7200,7223
4,7200,7223
4,7200,7223
4,7200,7223
4,7200,7223
4,7200,7223
4,7200,7223
4,7200,7223
4,7200,7223
4,7200,7223
4,7200,7223
4,7200,7223
4,7200,7223
4,7200,7223
4,7200,7223
2,300,63
2,1920,112
4,180,66
80,7200,7216
2,1800,10
2,180,75
16,7200,3072
16,7200,6995
64,1200,966
15,3600,1807
4,3000,2339
4,3000,2389
2,180,97
64,7200,4731
64,7200,4735
64,300,124
2,7200,7216
64,300,137
8,7200,2845
10,7200,216
15,3600,1809
24,7200,5215
48,7200,10
3,7200,48
64,7200,4249
1984,43200,904
128,7200,4845
128,7200,4839
128,7200,4826
128,7200,5327
128,7200,5931
128,7200,4836
128,7200,4863
128,7200,4870
128,7200,5932
128,7200,4871
128,7200,4871
128,7200,4788
128,7200,4879
128,7200,4794
128,7200,5953
128,7200,4917
128,7200,5515
10,7200,6511
11,7200,7218
12,7200,7206
13,7200,7206
14,7200,3655
15,7200,7214
16,7200,7217
17,7200,4823
18,7200,5345
19,7200,14
20,7200,9
2,7200,316
3,7200,465
4,7200,671
5,7200,1022
6,7200,1785
7,7200,2801
8,7200,3586
9,7200,4845
10,7200,1650
11,7200,2147
12,7200,2627
13,7200,3714
14,7200,7219
15,7200,5894
16,7200,5416
17,7200,5330
18,7200,3753
19,7200,14
20,7200,14
2,7200,172
3,7200,239
4,7200,287
5,7200,436
6,7200,618
7,7200,352
8,7200,1096
9,7200,1304
600,7200,7209
600,7200,5402
600,7200,7202
600,7200,6267
330,6300,4260
330,6300,2927
330,6300,514
330,6300,491
16,7200,7209
16,7200,1512
64,7200,87
64,7200,75
8,480,91
8,480,96
8,480,138
8,480,173
8,480,96
8,480,93
8,480,110
8,480,156
8,480,86
8,480,92
8,480,113
8,480,161
8,480,89
8,480,98
8,480,122
8,480,98
8,480,109
16,480,71
16,480,76
16,480,81
16,480,101
16,480,136
16,480,73
16,480,84
16,480,86
16,480,107
16,480,147
16,480,76
16,480,71
16,480,79
16,480,101
16,480,68
16,480,72
16,480,84
16,480,75
16,480,78
32,480,62
32,480,62
32,480,64
32,480,73
32,480,91
32,480,130
32,480,62
32,480,62
50,7140,5835
32,480,65
32,480,72
32,480,92
32,480,59
32,480,61
32,480,64
32,480,90
32,480,65
32,480,65
32,480,68
32,480,61
32,480,64
64,480,59
64,480,57
64,480,59
64,480,61
64,480,69
64,480,97
64,480,59
64,480,57
64,480,71
64,480,76
64,480,70
64,480,61
64,480,56
64,480,57
64,480,63
64,480,60
16,7200,1491
64,480,56
64,480,60
64,480,57
64,480,59
24,7200,5239
64,7200,4277
16,7200,6540
330,14400,2220
80,7200,7202
20,7200,119
20,7200,24
6000,10800,190
16,7200,1494
128,7200,17
32,3600,3617
32,3600,3617
32,3600,3617
32,3600,2423
32,3600,2436
32,3600,2432
32,3600,2422
32,3600,3604
64,7200,6023
64,7200,6041
64,7200,7225
64,7200,7209
64,7200,6024
64,7200,6020
64,7200,6067
64,7200,7219
128,7200,6399
128,7200,6027
128,7200,7216
128,7200,6040
128,7200,6041
128,7200,7209
128,7200,6043
128,7200,7210
128,7200,6027
128,7200,6797
128,7200,6037
128,7200,6082
128,7200,6040
128,7200,6033
128,7200,6033
128,7200,7225
24,7200,5082
50,7140,5971
16,7200,369
6000,10800,89
16,7200,1497
6000,10800,5618
16,7200,6575
6000,25200,912
24,7200,5243
80,7200,7227
50,7140,5911
16,7200,7204
6000,10800,313
6000,10800,224
4,7200,638
4,7200,861
24,7200,5484
8,7200,6300
8,7200,6216
8,7200,6192
8,7200,6218
8,7200,6278
8,7200,6236
8,7200,6256
8,7200,6281
8,7200,6204
8,7200,6304
8,7200,6177
8,7200,6193
8,7200,6284
8,7200,6229
8,7200,6247
8,7200,6221
4,7200,800
2,300,130
80,7200,19
80,7200,813
2,300,131
128,7200,5038
2,300,128
4,7200,1029
2,300,46
50,7140,5994
64,3600,3629
2,300,324
2,300,41
32,7200,175
2,300,198
2,300,48
4,7200,698
80,7200,7202
2,300,42
2,300,71
20,7200,1084
2,300,42
64,7200,2821
4,7200,1589
2,300,73
2,300,43
50,7200,2491
60,7200,7224
2,300,42
57,7200,4261
57,7200,4853
57,7200,20
57,7200,4201
57,7200,4033
57,7200,4468
57,7200,4287
57,7200,4060
57,7200,3747
57,7200,3784
57,7200,3908
57,7200,3914
57,7200,4109
57,7200,4408
57,7200,143
57,7200,4410
57,7200,4834
57,7200,5519
57,7200,3845
57,7200,3839
57,7200,3768
57,7200,3780
57,7200,3788
57,7200,3803
57,7200,4285
57,7200,4476
57,7200,20
57,7200,4381
57,7200,4773
57,7200,5571
57,7200,3830
57,7200,3788
57,7200,3743
57,7200,3742
57,7200,3928
57,7200,3790
2,300,194
24,7200,5559
2,300,144
8000,43200,523
32,7200,664
6000,10800,5715
2,300,24
2,300,217
2,300,24
2,300,301
256,14400,14405
12,7200,1754
12,7200,1752
12,7200,816
12,7200,1652
12,7200,1697
12,7200,2384
12,7200,3573
12,7200,1687
12,7200,1698
12,7200,2542
12,7200,1687
12,7200,1674
12,7200,1650
2,300,181
2,300,88
2,300,88
50,7140,5923
2,300,56
2,300,90
2,300,128
96,7200,457
2,300,300
5,7200,1063
2,300,325
64,3600,3615
2,300,186
2,300,131
2,300,143
2,300,80
4,7200,3289
4,7200,7215
4,7200,7202
4,7200,7210
2,300,12
2,300,12
80,7200,7227
2,300,9
2,300,13
330,6300,1486
2,300,13
8,7200,7229
8,7200,7211
8,7200,7209
2,300,12
8,7200,7203
8,7200,6
8,7200,7227
8,7200,9
8,7200,17
2,300,190
2,300,47
125,7200,2867
4,300,173
2,300,14
4,3000,2379
4,3000,2428
2,300,117
2,300,297
2,300,225
24,7200,5377
1890,7200,289
4,300,187
8,1800,39
8,1800,76
4,300,42
8,3600,296
4,300,190
64,7200,6035
64,7200,7202
64,7200,6030
64,7200,6054
64,7200,6032
64,7200,7209
64,7200,6062
64,7200,6031
64,7200,6024
64,7200,6031
64,7200,6033
64,7200,6039
64,7200,6181
64,7200,6023
64,7200,7222
64,7200,7210
50,7140,5966
8,3600,162
10,7200,219
330,6300,597
2,7200,51
600,7200,1457
64,3600,1935
4,300,169
10,7200,6511
20,7200,1412
4,300,328
2,7200,1900
4,1200,897
108,14400,4418
30,7200,7219
48,7200,818
10,7200,6510
24,7200,4398
2,7200,934
330,14400,9608
2,1800,414
4,1800,514
4,7200,582
1890,7200,1759
2,7200,390
8,1800,16
16,1800,96
8,1200,33
8,1800,80
16,1800,51
8,1200,45
8,1800,17
16,1800,29
8,1200,155
8,1800,16
16,1800,101
8,1200,52
8,1800,80
16,1800,38
8,1200,24
8,1800,351
16,1800,567
8,1200,24
8,1800,80
16,1800,161
8,1200,55
8,1800,80
16,1800,38
8,1200,43
8,1800,15
16,1800,58
8,1200,265
8,1800,15
16,1800,26
8,1200,26
8,1800,139
16,1800,48
8,1200,47
8,1800,15
16,1800,93
8,1200,64
8,1800,20
16,1800,41
8,1200,213
8,1800,259
16,1800,98
8,1200,86
8,1800,15
16,1800,93
8,1200,63
8,1800,82
16,1800,27
8,1200,45
8,1800,79
16,1800,160
8,1200,29
8,1800,18
16,1800,151
8,1200,266
8,1800,230
16,1800,652
8,1200,23
8,1800,86
16,1800,138
8,1200,27
4,1200,75
4,1200,200
4,1200,55
4,1200,55
4,1200,84
4,1200,128
4,1200,75
4,1200,74
4,1200,195
4,1200,42
4,1200,54
4,1200,195
4,1200,602
4,1200,54
4,1200,105
4,1200,172
4,1200,40
4,1200,84
4,1200,172
4,1200,156
8,1200,473
8,1200,391
8,1200,237
8,1200,391
8,1200,1207
8,1200,236
8,1200,1208
8,1200,727
8,1200,232
8,1200,391
8,1200,391
8,1200,1208
8,1200,223
8,1200,1208
8,1200,1207
8,1200,1207
8,1200,205
8,1200,1207
8,1200,390
8,1200,235
4,1200,152
57,7200,4178
57,7200,3826
57,7200,3794
57,7200,3743
57,7200,3758
57,7200,3757
57,7200,3780
2,7200,2238
4,7200,3887
8,7200,2106
57,7200,3801
57,7200,3831
57,7200,3808
57,7200,3801
57,7200,3848
57,7200,3791
57,7200,3772
4,3000,1933
330,1800,1814
57,7200,3793
57,7200,3819
57,7200,3776
57,7200,3771
57,7200,3733
57,7200,3982
57,7200,3788
57,7200,3808
57,7200,3808
57,7200,3898
57,7200,3820
57,7200,3957
4,7200,2002
20,7200,7226
8,3600,2753
4,1200,195
330,6300,5568
20,7200,7211
8,7200,7211
8,7200,7212
8,7200,7212
8,7200,7212
8,7200,7212
8,7200,7203
8,7200,7203
8,7200,7203
8,7200,7203
4,7200,1712
2,7200,4291
16,7200,7211
16,7200,6632
16,7200,6626
16,7200,6631
3,7200,5219
2,7200,7215
128,7200,7096
100,7200,965
4,3000,2539
4,7200,2012
3,7200,2459
1641,600,173
50,7140,5925
4,7200,1241
1641,600,138
9,7200,401
1641,600,124
16,600,23
1641,600,216
16,600,19
1641,600,139
36,7200,46
1641,600,139
16,600,18
128,21600,21493
128,21600,21605
2,300,23
2,300,115
2,7200,5
2,7200,3765
100,21600,3
8,900,136
8,900,114
8,900,148
8,900,216
8,900,139
8,900,107
8,900,145
8,900,222
8,900,158
8,900,106
8,900,142
8,900,218
8,900,166
8,900,100
8,900,137
8,900,113
16,900,327
16,900,318
16,900,332
16,900,380
16,900,218
16,900,318
16,900,331
16,900,358
16,900,402
16,900,220
16,900,335
16,900,390
16,900,379
16,900,127
16,900,205
16,900,407
16,900,386
16,900,89
16,900,128
32,900,247
32,900,232
32,900,226
32,900,246
32,900,277
32,900,362
32,900,228
32,900,224
32,900,231
32,900,272
32,900,310
32,900,213
32,900,235
32,900,240
32,900,258
32,900,270
32,900,320
32,900,245
32,900,292
32,900,266
32,900,281
64,900,202
64,900,186
64,900,178
64,900,192
64,900,193
64,900,278
64,900,334
64,900,193
64,900,215
64,900,194
64,900,190
64,900,238
64,900,282
64,900,193
64,900,219
64,900,194
64,900,245
64,900,231
64,900,187
64,900,191
64,900,203
64,900,206
128,900,101
128,900,100
128,900,173
128,900,173
128,900,165
128,900,206
128,900,255
128,900,110
128,900,108
128,900,152
128,900,188
128,900,167
128,900,187
128,900,162
128,900,164
128,900,186
64,7200,14
64,7200,584
330,7200,7229
100,7200,830
4,7200,168
64,7200,228
4,7200,3544
20,7200,7222
64,3600,3605
2,300,4
16,7200,7222
16,7200,7223
16,7200,7223
4,7200,7221
64,7200,7207
8,1800,74
2,300,5
4,7200,1996
2,300,5
2,7200,847
2,7200,2802
50,7140,5904
4,3000,1264
32,7200,7220
32,7200,7220
32,7200,7220
4,3000,2369
2,300,4
2,7200,7220
4,7200,7205
2,300,4
2,300,43
2,7200,21
2,7200,449
2,300,47
8,360,7
2,7200,4579
8,360,13
2,300,65
2,7200,1341
4,360,27
4,360,370
1641,600,201
2,300,39
4,5400,258
96,21600,28
4,5400,260
1641,600,130
1641,600,136
1641,600,140
2,300,42
96,3600,2129
4,7200,4452
4,7200,4631
4,7200,4454
4,7200,4454
4,7200,4470
4,7200,4458
4,7200,4476
4,7200,4463
4,7200,4645
4,7200,4469
4,7200,4491
4,7200,4461
4,7200,4491
4,7200,4479
4,7200,4492
4,7200,4478
4,7200,4648
4,7200,4488
4,7200,4485
4,7200,4487
4,7200,4479
4,7200,4492
4,7200,4496
4,7200,4496
4,7200,4663
4,7200,4487
4,7200,4669
4,7200,4475
4,7200,4492
4,7200,4482
4,7200,4484
4,7200,4475
4,7200,4485
4,7200,4624
4,7200,4449
4,7200,4437
4,7200,4459
4,7200,4429
4,7200,4439
4,7200,4434
4,7200,4455
4,7200,4443
4,7200,4424
4,5400,2508
50,7200,216
4,5400,2017
50,7200,219
8,7200,2537
50,7200,4026
50,7200,2516
20,7200,7210
64,360,385
2,300,5
330,7200,7220
2,300,49
50,7140,5888
20,7200,141
2,300,41
4,360,10
10,7200,456
2,300,42
2,300,45
2,7200,3900
10,7200,6528
2,300,60
4,7200,5476
4,7200,5903
4,7200,6671
4,7200,8
4,7200,7201
4,7200,7201
4,7200,7201
4,7200,7220
4,7200,7220
4,7200,7221
4,7200,7221
4,7200,7221
4,7200,7217
4,7200,7218
4,7200,7218
4,7200,7218
4,7200,7223
4,7200,7223
4,7200,7213
4,7200,7203
4,7200,7202
4,7200,7202
4,7200,7202
4,7200,7223
4,7200,7213
4,7200,7223
4,7200,7212
4,7200,7202
4,7200,130
4,7200,140
4,7200,154
4,7200,155
4,7200,161
4,7200,7207
4,7200,7207
4,7200,7201
4,7200,7201
4,7200,7216
4,7200,7217
4,360,12
16,7200,7210
16,7200,7210
16,7200,7228
16,7200,386
2,300,60
4,360,11
4,360,11
2,300,23
2,7200,7210
8,7200,1681
16,600,50
16,600,15
2,300,25
2,300,23
100,7200,3554
4,3000,366
2,300,23
108,21600,12448
54,7200,7224
4,3000,1722
4,7200,2504
72,7200,15
2,1800,242
4,1800,287
8,1800,290
16,1800,291
32,1800,294
64,1800,303
4,360,12
4,360,11
16,600,21
2,7200,7225
2,7200,7215
2,7200,7226
2,7200,109
2,7200,7213
2,7200,7220
2,7200,7230
2,7200,7220
2,7200,7224
2,7200,7224
2,7200,7213
2,7200,7213
2,7200,7203
2,7200,7222
2,7200,7222
2,7200,7200
2,7200,7200
2,7200,7214
2,7200,7220
2,7200,7230
2,7200,7230
2,7200,7227
2,7200,7222
2,7200,7201
2,7200,7201
2,7200,7217
2,7200,7217
4,360,11
4,360,12
4,360,11
2,1800,183
1920,7200,7217
50,7140,5973
2,900,168
10,7200,6509
4,360,11
2,120,6
2,60,6
2,900,165
4,7200,94
4,360,11
4,7200,109
2,7200,634
4,7200,6891
4,360,52
4,3000,1774
4,360,70
2,900,165
2,7200,161
4,360,12
4,360,142
2,900,248
2,1800,126
4,7200,12
8,7200,2380
4,360,12
4,7200,10
5,7200,6
4,7200,5
5,7200,9
4,360,381
4,2100,1749
5,7200,6
5,7200,7
4,7200,7206
4,7200,832
3,3600,193
2,1800,123
2,7200,5
2,7200,589
5,7200,10
5,7200,11
5,7200,10
5,7200,5
5,7200,6
5,7200,5
2,900,249
2,1800,35
25,7200,3045
3,3600,835
4,7200,6
2,900,218
4,7200,8
4,7200,7210
2,1800,40
12,1800,175
4,7200,7201
8,7200,2
15,7200,7059
2,1800,52
2,1800,89
5,7200,7037
5,7200,7035
120,7200,323
120,7200,643
2,1920,204
4,2100,1732
2,900,253
16,600,16
2,1920,183
16,600,21
2,1800,484
200,43200,43219
200,43200,37
20,7200,6310
200,43200,43220
20,7200,6312
20,7200,6314
1000,43200,34089
64,7200,7222
64,7200,7225
64,7200,7213
64,7200,7223
64,7200,7203
64,7200,7224
200,43200,43220
600,43140,43166
16,7200,6627
16,7200,6625
16,7200,7224
16,7200,6628
16,7200,7211
16,7200,6629
16,7200,7224
1280,43200,43224
1280,43200,43220
64,7200,7139
64,7200,7156
64,7200,7144
64,7200,7165
64,7200,7146
64,7200,7170
64,7200,7170
64,7200,7165
64,7200,7149
64,7200,7144
64,7200,7186
64,7200,7171
64,7200,7194
16,7200,7209
16,7200,6627
16,7200,7207
200,21600,1289
200,43200,36989
200,43200,36987
200,43200,36736
1890,43200,28251
203,43200,36019
57,7200,3761
57,7200,3776
57,7200,3747
1882,17940,9040
1890,43200,11764
57,7200,3736
57,7200,3763
57,7200,3906
57,7200,3743
57,7200,3777
57,7200,3932
57,7200,3754
57,7200,3765
57,7200,3775
57,7200,3913
57,7200,3766
57,7200,3755
57,7200,3771
57,7200,3878
16,7200,6628
16,7200,6629
16,7200,6625
16,7200,7209
16,7200,6628
16,7200,6629
16,7200,6631
16,7200,6627
16,7200,6628
96,21600,16753
200,43200,27639
4,7200,7201
4,7200,7218
4,7200,7207
4,7200,7224
10,7200,7212
4,7200,7224
440,28800,28819
2,7200,7207
2,7200,7207
2,7200,7225
2,7200,7225
2,7200,7225
2,7200,7225
2,7200,7225
2,7200,7225
2,7200,7225
2,7200,7225
2,7200,7225
2,7200,7225
2,7200,7225
2,7200,7225
2,7200,7225
2,7200,7225
2,7200,7225
2,7200,7200
2,7200,7200
2,7200,7200
2,7200,7219
2,7200,7207
2,7200,7207
2,7200,7207
2,7200,7207
2,7200,7207
2,7200,7207
2,7200,7207
2,7200,7207
2,7200,7207
2,7200,7206
2,7200,7206
2,7200,7206
2,7200,7206
2,7200,7206
2,7200,7206
2,7200,7206
2,7200,7206
2,7200,7206
2,7200,7206
2,7200,7206
2,7200,7206
2,7200,7206
2,7200,7206
2,7200,7206
2,7200,7206
2,7200,7206
2,7200,7206
2,7200,7206
2,7200,7206
2,7200,7206
2,7200,7206
2,7200,7206
2,7200,7206
2,7200,7206
2,7200,7206
2,7200,7206
2,7200,7225
2,7200,7226
2,7200,7226
2,7200,7226
2,7200,7226
2,7200,7219
2,7200,7220
2,7200,7220
2,7200,7220
2,7200,7208
2,7200,7208
2,7200,7211
2,7200,7211
2,7200,7201
2,7200,7224
2,7200,7200
96,3600,473
10,7200,6508
200,43200,19348
200,21600,21610
20,7200,7218
200,21600,21611
25,7200,474
25,7200,940
25,7200,422
25,7200,415
25,7200,413
25,7200,465
25,7200,479
25,7200,8
32,7200,1867
15,7200,7069
15,7200,7061
15,7200,7064
15,7200,7064
15,7200,536
15,7200,7078
15,7200,7069
15,7200,7070
5,7200,7048
5,7200,7043
5,7200,7034
5,7200,7041
5,7200,7044
5,7200,7042
5,7200,7037
5,7200,7037
5,7200,7036
5,7200,7040
1984,43200,4663
120,7200,7202
120,7200,7220
50,7140,6035
40,7200,5439
330,7200,6674
4,7200,7200
4,7200,7227
4,7200,7224
4,7200,7221
2,7200,3620
4,7200,6203
4,7200,6256
4,7200,6210
4,7200,6210
4,7200,6238
4,7200,6249
4,7200,6226
4,7200,6230
4,7200,6209
4,7200,6265
4,7200,6265
4,7200,6264
4,7200,6219
4,7200,6225
4,7200,6229
4,7200,6219
4,7200,6219
4,7200,6231
4,7200,6381
4,7200,6350
4,7200,6316
4,7200,6316
4,7200,6313
4,7200,6310
20,7200,7212
32,7200,1329
32,7200,7207
32,7200,7215
32,7200,7215
8,7200,6127
8,7200,6044
8,7200,6069
8,7200,6043
8,7200,6067
8,7200,6083
8,7200,6094
8,7200,6129
8,7200,6081
8,7200,6077
8,7200,6084
64,7200,7204
6,1920,148
2,1800,913
2,7200,94
8,7200,7227
8,7200,7227
8,7200,7227
8,7200,7221
8,7200,7224
8,7200,7200
8,7200,7200
8,7200,7212
8,7200,7224
8,7200,7228
8,7200,7228
8,7200,7216
8,7200,7216
8,7200,7227
8,7200,7214
8,7200,7214
8,7200,7214
8,7200,7201
8,7200,7200
8,7200,127
8,7200,132
8,7200,139
8,7200,143
8,7200,150
8,7200,157
8,7200,161
8,7200,170
8,7200,176
8,7200,197
8,7200,221
8,7200,239
8,7200,249
8,7200,262
8,7200,137
8,7200,128
8,7200,7218
8,7200,7218
8,7200,7209
8,7200,7225
8,7200,7225
8,7200,7226
8,7200,7226
8,7200,7226
16,600,20
2,1920,116
100,21600,14
2,1800,898
60,7200,702
64,7200,7218
64,7200,7213
64,7200,7212
64,7200,7218
64,7200,7203
64,7200,7224
64,7200,7218
64,7200,7207
64,7200,7202
64,7200,7218
64,7200,7206
64,7200,7211
50,7140,5883
15,7200,7230
16,600,625
200,21600,21610
12,7200,1688
12,7200,1667
12,7200,1650
12,7200,1655
12,7200,1655
12,7200,1832
12,7200,1651
12,7200,1657
12,7200,1653
12,7200,1648
2,1800,165
128,21600,21269
128,21600,21374
128,21600,19459
128,21600,21024
1984,43200,390
128,21600,11890
128,21600,1704
2,1800,929
384,7200,7207
4,7200,7206
9,7200,7216
36,7200,48
330,7200,6743
330,7200,6790
330,7200,5525
96,1200,4
4,600,6
96,1200,726
4,600,381
64,7200,19
216,43200,41782
216,43200,41426
20,7200,7224
80,7200,801
8000,43200,88
50,7140,5917
25,7200,6474
2,1800,672
4,1800,672
8,1800,672
16,1800,672
32,1800,672
64,1800,672
128,1800,672
256,1800,672
512,1800,672
1024,1800,422
2048,1800,676
2,1800,630
4,1800,630
8,1800,630
16,1800,630
32,1800,630
64,1800,588
128,1800,422
50,7140,5973
20,7200,7223
6000,10800,265
1882,7200,3808
6000,10800,222
4,900,11
80,7200,265
80,7200,15
16,7200,6548
4,900,927
100,21600,9
50,7140,6018
25,3600,8
100,21600,21619
20,7200,15
92,14400,288
384,1800,234
2,1800,919
2,300,189
1882,7200,6612
384,1800,166
57,7200,3727
57,7200,3838
57,7200,3784
57,7200,3800
57,7200,3901
57,7200,3747
57,7200,3865
57,7200,3743
57,7200,3853
57,7200,3764
57,7200,3784
57,7200,3856
57,7200,3753
57,7200,3772
57,7200,3781
2,300,192
57,7200,3790
57,7200,3807
57,7200,3773
57,7200,3786
57,7200,3735
57,7200,3788
57,7200,3798
57,7200,3736
57,7200,3767
57,7200,3744
57,7200,3758
57,7200,3966
57,7200,3827
57,7200,3737
57,7200,3765
57,7200,3935
128,900,92
128,900,287
128,900,175
128,900,172
128,900,168
128,900,172
6000,10800,4759
2,7200,7226
2,7200,7224
2,7200,7221
2,7200,7229
4,7200,7203
4,7200,7225
4,7200,7205
4,7200,7218
4,7200,7231
8,2400,74
8,2400,83
8,2400,103
8,2400,103
2,7200,7206
2,7200,7211
2,7200,7221
16,2400,50
16,2400,61
16,2400,85
16,2400,127
16,2400,199
32,2400,47
32,2400,52
32,2400,64
32,2400,186
32,2400,231
32,2400,50
16,7200,6561
64,2400,395
64,2400,414
64,2400,435
64,2400,503
64,2400,167
64,2400,278
50,7140,5816
10,7200,7215
2,900,249
125,21600,21627
2,1800,286
4,1800,317
8,1800,320
16,1800,323
32,1800,328
64,1800,342
128,1800,362
256,1800,380
512,1800,398
1024,1800,425
2048,1800,586
4096,1800,1357
2,1800,325
4,1800,375
8,1800,403
16,1800,380
32,1800,336
64,1800,348
128,1800,404
256,1800,380
512,1800,472
2048,1800,1296
4096,1800,1319
8,1200,1207
5,600,504
11,300,48
2,1800,155
4,1800,171
8,1800,174
16,1800,185
32,1800,222
64,1800,247
128,1800,187
256,1800,300
512,1800,230
2048,1800,676
4096,1800,1816
2,1800,551
4,1800,654
8,1800,664
16,1800,1828
32,1800,1828
64,1800,1801
128,1800,578
256,1800,688
2048,1800,936
4,1800,939
4,1800,441
2,1800,122
4,1800,133
8,1800,135
16,1800,136
32,1800,156
64,1800,164
128,1800,182
256,1800,235
2048,1800,377
8,1800,5
126,21600,515
8,1800,18
16,1800,53
8,1200,27
8,1800,18
16,1800,50
8,1200,27
8,1800,19
16,1800,36
8,1200,25
8,1800,18
16,1800,30
8,1200,26
8,1800,17
16,1800,31
8,1200,27
8,1800,16
16,1800,32
8,1200,27
8,1800,16
16,1800,32
8,1200,27
8,1800,18
16,1800,32
8,1200,27
8,1800,19
16,1800,26
8,1200,27
8,1800,27
16,1800,27
8,1200,34
8,1800,20
16,1800,27
8,1200,26
8,1800,16
16,1800,27
8,1200,25
8,1800,19
16,1800,27
8,1200,25
8,1800,17
16,1800,44
8,1200,23
8,1800,14
16,1800,26
8,1200,21
8,1800,16
16,1800,25
8,1200,23
8,1800,17
16,1800,22
8,1200,24
8,1800,16
16,1800,25
8,1200,24
8,1800,16
16,1800,26
8,1200,35
8,1800,16
16,1800,26
8,1200,36
8,1800,62
16,1800,230
8,1200,252
