Node Count,Requested Duration,Actual Duration
24,7200,7228
24,7200,7223
12,1800,558
2000,600,542
3,7200,73
3,7200,64
8,7200,10
2000,600,410
3,7200,105
320,4740,211
300,3600,3606
3,7200,168
2,7200,6265
7,1800,1701
2,6600,49
8,7200,6
16,7200,1047
2000,600,429
8,7200,108
300,14400,14263
2,3600,3613
7,7200,7219
16,7200,29
3,7200,106
2000,600,385
2000,600,568
2000,600,426
8,7200,3888
2000,600,222
2000,600,223
2048,1500,1102
2048,1500,1068
16,7200,7227
16,7200,7202
16,7200,7213
16,7200,7220
16,7200,139
2000,600,627
2000,600,200
8,3600,3609
512,3540,400
7,3600,2323
2000,600,216
16,7200,56
192,9000,7405
192,9000,7445
16,7200,56
12,7200,7215
12,7200,7221
12,7200,7228
12,7200,7216
2000,600,537
2000,600,424
8,1800,584
256,1800,134
15,7200,6555
16,7200,7213
8,7200,91
10,7200,407
300,3600,3611
12,7200,7211
12,7200,7202
12,7200,7217
12,7200,7216
512,3540,2469
2000,600,626
8,7200,11
80,7200,392
60,7200,4672
4,900,12
4096,2400,2409
4,900,7
25,7200,7200
2,7200,737
4,900,10
4,900,12
25,7200,5965
2000,600,605
2000,600,606
2000,600,570
2000,600,583
25,7200,5476
5,7200,7011
60,7200,7213
3,7200,133
2000,600,602
512,3600,328
2000,600,434
2000,600,205
7,3600,1968
2000,600,445
3,7200,925
5,7200,7229
2048,2340,2355
64,1200,193
128,3600,1658
7,3600,2341
5,7200,684
4,900,78
64,1200,44
2,3600,851
8,300,81
8,7200,156
64,1200,636
8,300,193
3,7200,225
80,7200,469
8,7200,151
3,7200,952
56,7200,5566
512,1200,877
2,720,204
12,7200,7225
8,300,126
12,7200,7219
32,1800,1815
2048,2340,1989
16,7200,1777
4096,1200,597
512,3600,825
7,7200,7228
2,7200,144
4,660,1
4,660,6
2,720,729
10,7200,255
2000,600,163
10,7200,337
8,1800,1816
2000,600,206
2000,600,282
2000,600,225
5,7200,6244
2000,600,472
2000,600,411
2000,600,452
512,14400,11342
4096,1200,217
2000,600,505
2000,600,199
2000,600,417
2000,600,606
2000,600,616
2000,600,626
4096,1200,449
4096,1200,243
4096,1200,239
4096,1200,390
4096,1200,234
4096,1200,676
4096,1200,582
1641,600,271
100,14400,4526
100,14400,4832
100,14400,14416
100,14400,14416
100,14400,14416
100,14400,14410
100,14400,14410
104,7200,7214
10,7200,305
10,7200,1201
128,3600,1270
128,7200,4081
2,7200,7220
8,120,88
128,3600,2142
8,120,124
8,120,121
8,120,44
42,900,365
4,7200,644
5,7200,2683
42,3600,2309
8,120,123
4,7200,7221
4,7200,7221
2,7200,911
4,7200,860
2,7200,7206
2,3600,3611
80,7200,7211
2048,1500,39
2048,1500,1092
2048,1500,1055
2048,1500,1064
2048,1500,1058
2048,1500,1070
2048,1500,1032
2048,1500,1056
2048,1500,1036
2048,1500,1090
2048,1500,1037
512,3600,1783
10,7200,7224
27,900,907
2,7200,7215
2,7200,476
100,3600,1383
2,7200,92
4,7200,120
2,7200,1859
2,7200,1860
128,3600,1145
5,7200,6684
100,3600,795
42,900,290
4,7200,5027
42,900,324
27,900,580
5,7200,7208
3,7200,5251
3,7200,5142
3,7200,5147
2,7200,6529
2,7200,6489
3,7200,5159
3,7200,5185
3,7200,5143
2048,2340,1055
2,7200,467
50,1200,401
3,3600,27
42,900,291
4,600,249
4,600,250
4,600,258
4,600,251
4,600,293
4,600,282
4,600,306
4,600,306
4,600,438
4,600,446
4,600,626
4,600,254
4,600,253
4,600,264
4,600,269
4,600,294
4,600,291
4,600,325
4,600,332
4,600,454
4,600,253
4,600,257
4,600,273
4,600,270
4,600,329
4,600,330
4,600,385
4,600,270
4,600,266
4,600,296
4,600,282
4,600,370
4,600,294
4,600,286
4,600,350
4,600,3
2048,3600,621
512,3600,186
27,900,581
42,900,310
512,3600,1243
5,7200,809
3,1800,1823
2048,2340,1815
2,7200,64
2,7200,6538
2,7200,471
4,1800,16
64,7200,46
4,1800,77
10,7200,6
64,7200,367
10,7200,1072
2,1800,93
27,900,279
192,9000,7217
192,9000,7225
2,1800,98
64,7200,2438
2048,2340,1137
2,1800,481
42,900,300
256,1800,83
27,900,276
10,7200,6902
4,1800,312
256,1800,449
27,900,270
2,1800,303
512,1800,746
4,1200,252
4,1200,281
4,1200,292
4,1200,284
4,1200,329
4,1200,310
4,1200,351
4,1200,291
4,1200,467
4,1200,471
4,1200,717
4,1200,281
4,1200,270
4,1200,289
4,1200,288
4,1200,323
4,1200,320
4,1200,360
4,1200,363
4,1200,488
4,1200,287
4,1200,232
4,1200,295
4,1200,288
4,1200,351
4,1200,351
4,1200,406
4,1200,290
4,1200,287
4,1200,317
4,1200,322
4,1200,389
4,1200,312
4,1200,319
4,1200,363
4,1200,3
10,7200,3206
4,1800,460
8,7200,16
8,1800,347
16,1800,459
32,1800,365
64,1800,355
128,1800,364
8,7200,12
10,7200,6918
64,7200,6782
8,120,119
8,120,123
2048,2340,1156
4,1200,326
4,1200,313
4,1200,327
4,1200,317
4,1200,355
4,1200,345
4,1200,373
4,1200,367
4,1200,500
4,1200,500
4,1200,790
4,1200,312
4,1200,303
4,1200,325
4,1200,316
4,1200,350
4,1200,352
4,1200,387
4,1200,391
4,1200,518
4,1200,319
4,1200,307
4,1200,322
4,1200,317
4,1200,355
4,1200,380
4,1200,407
4,1200,319
4,1200,290
4,1200,349
4,1200,349
4,1200,422
4,1200,350
4,1200,348
4,1200,395
4,1200,3
8,120,124
2048,2340,2362
8,120,121
2,7200,6524
2,7200,6532
8,120,119
2,7200,6516
8,120,122
16,600,47
8,120,121
4,900,57
120,21600,9281
4,1800,343
16,1800,345
4,900,11
120,21600,7531
120,21600,5902
4,7200,6733
15,7200,6347
512,1800,603
8,7200,13
4,7200,7227
4,7200,7227
2,7200,7223
16,600,617
4096,1500,587
4096,1500,582
4096,1500,590
4096,1500,585
4096,1500,469
8,7200,16
16,600,501
27,7200,2564
16,600,612
36,7200,4302
42,900,151
2,7200,2543
42,1800,285
2,7200,7209
512,5940,2042
42,7200,5746
512,5940,2298
2,7200,8
128,7200,4124
512,3600,1230
2,1920,212
42,1800,289
32,7200,36
2048,1500,1100
42,1800,281
8,600,441
42,1800,8
42,1800,47
512,5940,2072
42,1800,46
2,1920,188
42,1800,283
42,1800,282
2048,1500,1036
2,300,55
2,300,53
2,300,20
2,1920,126
27,900,513
2,300,53
6,1920,118
2072,28800,300
120,21600,20915
256,43200,29772
1794,23400,300
576,21600,300
160,21600,21569
160,21600,21368
243,43200,3524
65,7200,7030
65,7200,7021
1888,43200,301
12,7200,7206
12,7200,7203
12,7200,7210
12,7200,7220
12,7200,2751
12,7200,7215
12,7200,7220
12,7200,7220
12,7200,7212
12,7200,7206
12,7200,227
12,7200,7215
12,7200,7220
12,7200,7204
12,7200,7200
12,7200,5170
96,21600,300
96,21600,301
96,21600,300
96,21600,301
96,21600,623
96,21600,435
96,21600,649
96,21600,519
96,21600,783
96,21600,1132
96,21600,503
96,21600,620
96,21600,684
96,21600,474
96,21600,533
96,21600,446
96,21600,61
96,21600,490
96,21600,451
96,21600,471
21,7200,6109
21,7200,6108
21,7200,6239
21,7200,7216
184,43200,9473
96,21600,21612
96,21600,21620
96,21600,21616
96,21600,300
96,21600,21607
96,21600,21623
96,21600,300
24,7200,7205
24,7200,7214
24,7200,7226
24,7200,7218
24,7200,4418
192,21600,300
96,21600,21601
96,21600,21624
96,21600,21620
96,21600,21623
96,21600,21620
96,21600,21617
96,21600,302
96,21600,21629
96,21600,21612
300,14400,14245
300,14400,14246
300,14400,14240
96,21600,21620
16,7200,7201
16,7200,7204
16,7200,7220
16,7200,7212
16,7200,7206
16,7200,227
125,21600,21268
12,7200,7205
12,7200,7214
12,7200,7226
12,7200,7218
12,7200,7200
12,7200,7228
12,7200,7202
12,7200,7211
12,7200,7227
12,7200,7210
12,7200,7229
12,7200,7209
12,7200,7205
12,7200,7214
12,7200,7221
12,7200,7216
12,7200,7204
12,7200,7225
12,7200,7209
12,7200,7210
12,7200,7211
12,7200,7225
8400,4800,4811
3,7200,5154
3,7200,5151
3,7200,5161
3,7200,5171
3,7200,5157
3,7200,5152
3,7200,5184
3,7200,5238
3,7200,5210
3,7200,5739
3,7200,5257
3,7200,5137
3,7200,5144
3,7200,5150
3,7200,5271
3,7200,5158
3,7200,5141
3,7200,5138
3,7200,5152
3,7200,5245
3,7200,5204
3,7200,5468
3,7200,5811
3,7200,5148
3,7200,5146
3,7200,5163
3,7200,5145
3,7200,5146
3,7200,5146
240,21600,301
4096,1500,577
4096,1500,582
4096,1500,601
4096,1500,614
4096,1500,579
4096,1500,726
4096,1500,738
4096,1500,579
4096,1500,565
4096,1500,575
4096,1500,579
4096,1500,573
4096,1500,586
120,21600,12591
42,7200,5743
42,7200,5737
42,7200,5685
42,7200,6038
42,7200,5675
192,9000,9006
42,7200,5693
42,7200,5830
42,7200,5761
192,9000,7205
2,7200,6539
2,7200,6535
32,7200,7229
12,7200,4169
36,7200,5259
15,7200,6537
2048,1500,1075
2048,1500,1029
2048,1500,1085
2048,1500,1040
2048,1500,1101
2048,1500,1518
2048,1500,1033
2048,1500,1078
2048,1500,1019
2048,1500,1060
2048,1500,1021
2048,1500,1060
2048,1500,1013
128,7200,1791
256,1800,218
192,9000,7245
256,1800,488
192,9000,7235
512,5940,2056
5,7200,1190
5,7200,1165
10,7200,3744
10,7200,6295
2,7200,466
10,7200,168
10,7200,2706
384,2340,590
320,2340,608
192,9000,7316
192,9000,7241
10,7200,6686
4,1800,21
2,7200,7030
2,7200,7027
4,7200,7222
4,7200,7222
65,7200,7023
65,7200,7046
65,7200,7029
65,7200,7045
65,7200,7077
65,7200,7069
2,7200,7223
16,3600,188
128,3600,300
16,3600,6
128,3600,2065
192,21600,14388
16,3600,2
16,3600,311
18,7200,7207
18,7200,7209
18,7200,7215
128,3600,2051
2,3600,101
256,1200,519
256,1200,521
2,3600,313
256,1200,845
256,1200,532
256,1200,388
256,1200,299
256,1200,240
256,1200,537
256,1200,414
256,1200,461
256,1200,627
256,1200,261
128,1200,480
128,1200,346
128,1200,281
128,1200,233
128,1200,222
128,1200,370
128,1200,281
128,1200,233
128,1200,403
128,1200,269
2048,1500,1081
4,1800,313
64,7200,6761
256,1200,1200
192,9000,7250
4,1800,306
2,600,4
2,600,3
2,600,3
192,9000,7220
2048,1500,134
2,600,2
2048,1500,1073
4,1800,306
2,600,4
5,600,3
8,600,9
11,600,3
2048,1500,1077
16,600,2
4,1800,1
5,600,4
8,1800,237
5,600,3
2,600,101
5,600,153
8,600,169
11,600,256
16,600,222
12,7200,7212
12,7200,7215
12,7200,7222
12,7200,7229
12,7200,7220
12,7200,7208
12,7200,7221
2,3600,72
2,3600,54
10,7200,7217
4,3600,57
2048,1500,1350
2,3600,54
2,720,2
256,3600,425
2,720,582
10,7200,312
2,3600,745
256,1800,376
12,7200,7201
12,7200,7210
12,7200,7202
12,7200,7202
12,7200,7207
12,7200,7218
12,7200,7216
12,7200,7222
12,7200,7210
12,7200,7202
12,7200,7202
12,7200,7207
12,7200,7218
12,7200,7216
2048,1500,1098
256,1800,492
12,7200,7220
12,7200,7210
12,7200,7202
12,7200,7202
12,7200,7207
12,7200,7218
12,7200,7216
512,1800,627
2048,1500,1038
12,7200,7213
80,7200,7201
12,7200,7215
12,7200,7204
256,1800,254
4096,1500,1009
4096,1500,1114
4096,1500,1028
4096,1500,1508
4096,1500,1513
4096,1500,980
4096,1500,1010
4096,1500,1038
4096,1500,998
4096,1500,1131
4096,1500,984
4096,1500,1000
4096,1500,1193
4096,1500,971
4096,1500,982
4096,1500,952
256,1800,7
256,1800,220
2,7200,6322
80,7200,336
2,7200,740
256,1800,219
2048,1500,1138
5,7200,912
5,7200,7229
2048,1500,1071
192,9000,7452
2,3600,3605
2048,7200,7205
128,3600,2099
80,7200,366
192,9000,7401
256,1800,222
192,9000,7349
192,9000,7325
5645,7200,667
80,7200,319
1641,600,615
2000,600,602
2000,600,217
2000,600,617
12,7200,7201
12,7200,7214
2000,600,540
2000,600,438
128,3600,4
2000,600,436
2,7200,363
2048,1500,923
128,3600,3
80,7200,7219
128,3600,2110
128,3600,2131
128,3600,2088
128,3600,2057
128,3600,2163
128,3600,2079
128,3600,2045
128,3600,37
128,3600,2063
128,3600,2063
2000,600,436
2000,600,606
2000,600,622
2,7200,7221
128,7200,2993
128,6000,2384
2,1800,328
32,7200,43
32,7200,6114
32,7200,6123
32,7200,6013
32,7200,6086
32,7200,6152
32,7200,6141
32,7200,6096
32,7200,6078
32,7200,6035
32,7200,6143
32,7200,16
32,7200,6156
32,7200,6045
32,7200,6083
32,7200,6062
32,7200,6088
32,7200,6030
32,7200,6084
32,7200,6105
32,7200,6039
32,7200,6020
32,7200,6049
32,7200,5935
32,7200,13
32,7200,6064
32,7200,6103
32,7200,6129
32,7200,6139
32,7200,6073
32,7200,6069
32,7200,6125
32,7200,6114
32,7200,6140
32,7200,6281
32,7200,6312
2,300,46
32,7200,6299
32,7200,6289
32,7200,6299
32,7200,6251
32,7200,6307
32,7200,5988
8,5400,18
32,7200,6155
32,7200,6221
32,7200,6116
32,7200,6198
32,7200,6256
32,7200,6213
32,7200,6210
32,7200,6169
32,7200,6188
32,7200,6148
32,7200,55
32,7200,6245
32,7200,6203
32,7200,6196
2,300,55
60,7200,4365
25,7200,7210
25,7200,5988
5,180,20
4,7200,7040
25,7200,5238
60,7200,7203
2000,600,625
5,180,18
2000,600,260
2,7200,7228
21,7200,6114
21,7200,6117
21,7200,6104
21,7200,6105
21,7200,6119
21,7200,6108
21,7200,6143
2000,600,627
2000,600,601
2000,600,511
2000,600,215
2000,600,231
2000,600,604
2000,600,610
2048,1500,1126
2000,600,259
2000,600,221
1641,600,607
10,7200,395
27,900,274
2,7200,7227
2,7200,7227
104,7200,765
5,7200,7222
12,7200,7216
12,7200,7212
192,9000,7379
2,600,57
2,600,283
10,7200,3578
5,7200,3100
16,600,467
18,7200,7204
11,600,405
18,7200,7209
18,7200,7216
8,600,449
18,7200,7227
18,7200,7229
5,600,431
8,5400,68
50,7200,85
8,5400,290
50,7200,3196
2048,3600,772
8,5400,564
27,900,305
104,7200,456
512,3600,1243
125,7200,3017
125,7200,2844
125,7200,2979
2048,1500,1520
125,7200,3118
4,7200,3458
125,7200,3083
125,7200,3084
125,7200,3054
125,7200,3248
125,7200,2907
125,7200,3057
125,7200,2877
125,7200,2818
125,7200,2840
125,7200,2882
125,7200,2887
125,7200,2842
125,7200,2876
125,7200,2838
125,7200,2857
125,7200,2833
125,7200,2853
125,7200,2856
160,7200,903
8,5400,1535
125,7200,2902
250,7200,2898
125,7200,2858
125,7200,2868
4,7200,7225
5,180,19
104,7200,2985
27,900,502
5,180,19
12,7200,20
12,7200,20
12,7200,19
2,180,29
2,180,30
2,1800,5
570,7200,3238
33,180,20
8,600,509
60,7200,4355
8,5400,1237
50,7200,10
50,7200,3497
27,900,372
4,3600,3603
8,900,36
8,900,34
12,7200,7202
12,7200,7225
12,7200,4226
27,900,378
2,1800,148
2048,1500,1502
2,1800,1826
2,7200,13
8,1800,79
8,5400,1261
5,7200,7043
8,900,37
5,7200,8
5,7200,5
5,7200,4
5,7200,5
5,7200,5
5,7200,3
5,7200,5
5,7200,5
5,7200,5
5,7200,5
2,7200,107
8,900,44
8,5400,13
8,5400,1043
2048,1500,1040
40,1800,70
128,4800,4824
27,900,357
40,1800,460
128,3600,3619
8,7200,3043
512,3600,3600
2,7200,106
2,600,19
40,1800,303
2048,1500,1088
50,7200,3673
2,600,7
40,1800,1173
8,5400,1500
27,900,337
2,600,5
128,7200,2964
5,180,20
2048,1500,1050
40,7200,98
8,900,28
40,1800,72
40,1800,61
512,1800,899
2,600,7
8,5400,1515
40,1800,19
2048,1500,1124
40,1800,14
40,1800,1802
5,7200,5
5,7200,4
5,7200,4
5,7200,4
5,7200,4
40,7200,7231
2048,3600,1020
5,7200,7220
10,7200,6904
40,1800,86
40,1800,865
2048,1500,1332
42,7200,5878
5,7200,1112
40,1800,1805
2048,3600,356
128,6000,1706
4,7200,7221
4,7200,7221
3,7200,1999
2048,1500,1064
2,1800,174
2,7200,7206
2048,3600,1038
4,7200,45
5,7200,1260
64,6000,6026
2048,3600,1527
2,7200,88
512,1200,253
2048,1500,1111
96,3600,47
2,7200,76
40,1800,927
96,3600,429
40,1800,17
96,3600,3619
40,1800,1828
2,7200,78
10,7200,6899
2,7200,77
8,5400,1483
2048,1500,1037
2048,3600,1884
2,7200,71
128,6000,1279
40,1800,1810
2,7200,78
96,2940,979
16,600,107
512,3360,2543
5,3600,1811
2048,1500,1049
2048,1500,1022
2048,1500,1077
4096,1500,971
2048,1500,1038
4096,1500,1002
2048,1500,1056
4096,1500,1019
2048,1500,1036
4096,1500,1004
4096,1500,956
2048,1500,1076
2048,1500,1020
2048,1500,1067
42,7200,5875
16,600,27
96,2940,62
32,600,103
10,7200,6677
32,600,24
96,2940,1045
16,600,106
42,7200,5711
8,3600,3625
42,7200,5782
18,7200,2115
64,3600,872
64,3600,914
64,3600,908
12,7200,7203
12,7200,7207
4,7200,7225
8,600,6
8,600,198
8,600,196
512,3300,405
10,7200,7214
8,600,197
8,600,628
8,3600,3613
5,7200,3232
8,600,603
40,1800,471
40,1800,197
40,1800,1809
40,1800,1646
512,300,59
512,300,61
3,7200,820
40,1800,906
120,5400,3471
12,7200,5
60,6300,4609
60,6300,4502
60,6300,4661
20,7200,7
40,1800,703
20,7200,11
20,7200,9
40,1800,259
2048,3600,380
3,600,21
40,1800,139
3,600,29
40,1800,125
15,7200,6501
40,1800,216
16,600,103
96,2940,989
512,3300,3009
4,7200,7229
4,7200,7224
2,7200,7201
3,600,47
3,600,18
3,600,25
3,600,12
2,7200,6
2048,1500,1067
96,2940,52
16,600,26
20,7200,12
10,7200,7230
20,7200,332
16,600,111
20,7200,3578
512,3300,2536
2048,1500,1063
2048,1500,1010
2048,1500,1115
2048,1500,1051
2048,1500,1066
2048,1500,1077
2048,1500,1091
2048,1500,1048
32,3600,3604
10,7200,2878
96,2940,992
8,600,43
8,600,43
8,600,43
8,600,43
8,600,122
16,600,108
4,7200,448
16,600,108
3,600,16
8,600,346
16,600,107
16,600,110
96,2940,1006
8,600,312
8,600,199
2,7200,195
8,600,83
3,600,14
8,600,244
20,7200,12
20,7200,17
5,180,20
2,1920,193
96,2940,979
96,2940,989
96,2940,985
8,600,93
96,2940,995
16,600,116
20,7200,15
8,600,107
3,600,12
8,600,157
64,6900,1172
3,600,12
64,6900,1782
8,600,615
512,3300,384
64,7080,2390
30,7200,2694
5,180,21
20,7200,19
5,180,18
20,7200,24
3,600,13
20,7200,22
20,7200,69
16,600,109
16,600,108
16,600,107
16,600,108
8,600,124
3,600,15
8,600,613
20,7200,19
20,7200,149
2,1920,173
20,7200,138
5,180,21
20,7200,42
20,7200,79
96,2940,1031
96,2940,1034
96,2940,1045
96,2940,1004
20,7200,57
2,1920,119
8,600,191
20,7200,88
20,7200,225
32,3600,27
128,900,32
64,1800,45
32,3600,42
128,900,54
20,7200,83
3,600,13
20,7200,307
3,600,12
8,600,155
20,7200,53
8,600,161
20,7200,47
20,7200,253
8,600,250
6,1920,124
32,7200,6169
32,7200,6035
32,7200,4307
32,7200,4479
32,7200,5825
32,7200,4910
32,7200,5904
32,7200,5720
32,7200,5477
160,21600,4320
272,43200,43202
256,43200,43219
9000,14400,3227
96,21600,21614
96,21600,21604
96,21600,21613
96,21600,21611
96,21600,21618
96,21600,21626
300,14400,14251
96,21600,21621
12,7200,7205
12,7200,7213
12,7200,7203
12,7200,7201
3,7200,5136
3,7200,5144
3,7200,5143
3,7200,5151
3,7200,5159
3,7200,5154
3,7200,5155
3,7200,5270
3,7200,5152
3,7200,5153
3,7200,5139
3,7200,5162
3,7200,5139
65,7200,7020
65,7200,7073
65,7200,7061
65,7200,7029
65,7200,7059
65,7200,7003
65,7200,7064
65,7200,7043
12,7200,7227
12,7200,7229
12,7200,7214
12,7200,7213
12,7200,7227
12,7200,7217
12,7200,3621
12,7200,7227
12,7200,7200
12,7200,7218
12,7200,7220
12,7200,7224
12,7200,7230
12,7200,7201
12,7200,7220
12,7200,7206
12,7200,7228
12,7200,7219
12,7200,7227
12,7200,7200
12,7200,7218
12,7200,7220
12,7200,7212
12,7200,7229
12,7200,7201
12,7200,7220
12,7200,7206
12,7200,7228
12,7200,7202
12,7200,7223
12,7200,7226
12,7200,7216
12,7200,7216
12,7200,7206
12,7200,7223
12,7200,7201
12,7200,7205
12,7200,7228
8400,7200,3569
21,7200,6103
21,7200,6140
21,7200,6214
21,7200,6125
21,7200,6127
21,7200,6219
21,7200,6122
21,7200,6097
21,7200,6115
21,7200,6110
21,7200,6132
21,7200,6817
21,7200,6115
12,7200,7226
12,7200,7229
12,7200,7218
18,7200,7229
18,7200,7209
18,7200,7214
18,7200,7219
18,7200,7212
192,9000,7142
192,9000,7175
192,9000,7159
5645,7200,1825
192,9000,7181
125,21600,21206
576,7200,7228
104,7200,7229
256,14400,14405
4096,1500,895
4096,1500,962
4096,1500,1006
4096,1500,974
4096,1500,985
4096,1500,971
4096,1500,957
4096,1500,1177
680,7200,354
680,7200,362
680,7200,370
42,7200,5684
42,7200,5858
42,7200,6170
42,7200,5856
42,7200,5786
42,7200,5684
12,7200,7218
12,7200,7217
12,7200,7207
12,7200,7201
12,7200,7204
12,7200,7228
12,7200,7212
12,7200,7202
12,7200,7219
12,7200,7205
12,7200,7221
12,7200,7219
12,7200,7202
12,7200,7229
12,7200,7214
12,7200,7204
12,7200,7228
1920,7200,7211
60,6300,4561
60,6300,4567
60,6300,4481
60,6300,4461
60,6300,4441
60,6300,4482
60,6300,4459
60,6300,4451
60,6300,4438
60,6300,4441
60,6300,4539
60,6300,4446
60,6300,4442
60,6300,4470
60,6300,4491
60,6300,4478
4097,10800,757
2048,7200,7217
2048,1500,1084
2048,1500,1052
2048,1500,1056
2048,1500,1019
2048,1500,1074
2048,1500,1039
2048,1500,1066
2048,1500,1021
2048,1500,1046
2048,1500,1013
2048,1500,1068
2048,1500,1023
2048,1500,1051
2048,1500,1022
2048,1500,1067
4,7200,7212
2,7200,7219
5,7200,5814
15,7200,6393
5,7200,7214
60,7200,3027
20,7200,5349
16,7200,7222
512,3300,2172
50,7200,3474
8,600,341
4,7200,7203
4,7200,7203
512,1800,309
2,7200,7215
2048,3600,1873
8,600,238
50,7200,5342
8,600,176
10,7200,6690
32,3600,21
20,7200,595
42,7200,5789
42,7200,5693
2,7200,4864
8,600,195
512,1800,402
50,7200,3558
8,600,216
8,600,204
512,1800,704
8,600,105
5,7200,7096
5,7200,6867
5,7200,6866
5,7200,6866
5,7200,6861
5,7200,6865
5,7200,6855
5,7200,6854
5,7200,5778
5,7200,6866
5,7200,6873
5,7200,6860
8,600,179
20,7200,23
16,600,30
5,180,20
6,1800,268
20,7200,27
32,600,14
8,1800,81
50,600,17
20,7200,24
20,7200,25
6,1800,79
5,180,21
5,7200,7066
5,7200,7039
5,7200,7041
5,7200,7042
5,7200,7046
5,7200,7049
5,7200,7041
5,7200,7034
5,7200,7042
5,7200,7042
5,7200,7051
20,7200,25
5,7200,7052
20,7200,16
5,7200,73
5,7200,71
5,7200,72
5,7200,71
5,7200,6853
5,7200,6863
5,7200,6856
5,7200,6872
5,7200,6872
5,7200,6867
5,7200,6860
5,7200,6873
5,7200,6855
5,7200,6869
3,600,12
32,600,175
20,7200,17
20,7200,25
32,600,189
20,7200,25
20,7200,28
3,600,35
2048,3600,368
20,7200,296
45,7200,6950
45,7200,6979
45,7200,6972
45,7200,6948
45,7200,6960
45,7200,6983
45,7200,6984
45,7200,6971
5,7200,7
20,7200,18
18,600,609
5,180,20
5,7200,2364
20,7200,109
20,7200,2580
5,180,19
5,7200,4109
5,180,22
3,600,14
2048,3600,342
10,7200,5248
2,7200,240
2048,3600,349
2,7200,982
5,7200,1839
3,600,17
3,600,12
3,600,15
3,600,18
48,7200,6046
5,7200,7214
48,7200,6029
3,600,13
5,7200,7200
3,600,36
48,7200,6074
5,7200,7215
3,600,13
3,600,58
3,600,350
48,7200,6079
3,600,163
2,7200,3608
45,7200,6952
45,7200,7138
17,7200,6888
17,7200,6900
17,7200,6895
17,7200,6894
17,7200,6909
17,7200,6904
17,7200,6928
512,300,315
2,7200,7091
512,600,255
2,7200,7128
42,7200,5709
42,7200,6143
18,7200,2115
64,7200,3836
64,7200,3798
64,7200,3483
64,7200,3831
64,7200,3548
64,7200,3802
64,7200,3264
64,7200,3220
64,7200,3503
64,7200,3586
40,1800,18
32,7200,6172
32,7200,6173
32,7200,4295
32,7200,5865
32,7200,5838
32,7200,5896
32,7200,5773
32,7200,5060
32,7200,5974
40,1800,99
40,1800,733
40,1800,102
12,7200,7212
12,7200,7219
40,1800,175
2048,1500,1161
4096,3540,2431
4096,3540,1354
4096,3540,2449
4096,3540,2628
4096,3540,2426
4096,3540,2436
40,1800,608
40,1800,255
2,7200,633
40,1800,1814
32,7200,5845
32,7200,4530
32,7200,5023
32,7200,4599
32,7200,4673
32,7200,4742
32,7200,5580
8,7200,3213
8,7200,3277
2,7200,4179
32,3600,125
92,21600,217
12,7200,5
40,1800,1823
5,7200,7219
5,7200,7222
10,7200,4980
5,7200,7205
5,7200,7204
15,7200,6426
2250,14400,3992
2048,1500,1109
32,3600,127
4096,300,261
2,7200,93
2048,1500,1241
128,14400,11365
2,7200,105
64,3600,1050
8,7200,5614
8,7200,5396
8,7200,5402
8,7200,5433
8,7200,5414
8,7200,5495
8,7200,5900
8,7200,5402
64,3600,969
2,7200,105
5,3600,3628
64,3600,916
8,3600,3605
32,3600,129
2,7200,4736
32,3600,139
192,10800,10826
192,10800,19
576,10800,9995
576,10800,10805
32,7200,10
32,7200,6169
32,7200,6132
32,7200,6090
32,7200,6083
32,7200,6153
32,7200,6130
32,7200,6080
32,7200,6010
32,7200,6063
32,7200,6089
32,7200,9
32,7200,6173
32,7200,6047
32,7200,6072
32,7200,6129
32,7200,6168
32,7200,6050
32,7200,6060
32,7200,6117
32,7200,6114
32,7200,6081
32,7200,6060
32,7200,5995
32,7200,8
32,7200,6060
32,7200,6135
32,7200,6108
32,7200,6119
32,7200,6073
32,7200,6081
32,7200,6089
32,7200,6093
32,7200,6106
32,7200,10
32,7200,6253
32,7200,6314
32,7200,6253
32,7200,6286
32,7200,6279
32,7200,6253
32,7200,6322
32,7200,6197
32,7200,6278
32,7200,6160
32,7200,14
32,7200,6247
32,7200,6261
32,7200,6237
32,7200,6159
2,7200,72
5,180,23
100,14400,14412
100,14400,14412
100,14400,6118
100,14400,7912
100,14400,14411
100,14400,13883
100,14400,14411
104,7200,2141
100,14400,14411
12,7200,7216
12,7200,7229
12,7200,7225
12,7200,7210
12,7200,7200
12,7200,7208
5,180,53
2048,3600,1877
2,7200,10
10,7200,1576
2,7200,102
128,7200,0
128,7200,4808
8,3600,3609
60,7200,4378
2,7200,104
12,7200,5
12,7200,7206
2,7200,7225
12,7200,7219
12,7200,7231
12,7200,7200
12,7200,7206
12,7200,7212
12,7200,7208
40,3600,524
10,7200,7208
27,900,0
27,900,903
2,7200,100
8,7200,6010
10,7200,1100
16,7200,327
2,120,25
40,3600,1064
5,7200,7208
2,120,17
5,7200,1218
5,7200,2206
2,120,65
3,600,13
2,120,60
16,1800,328
2,7200,7229
40,3600,1298
27,1800,1822
92,21600,221
92,21600,45
16,7200,285
5,7200,508
25,7200,5957
25,7200,7230
5,7200,7224
25,7200,5214
62,7200,5723
512,3300,2220
2,240,12
10,7200,7213
2,240,12
2048,1500,1093
5,7200,4527
80,3600,3614
5,7200,7221
2,240,8
12,7200,5
2,240,9
4,7200,53
96,14400,3269
2,240,9
4,7200,714
2,240,8
2,240,12
